model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Golf,2019,Semi-Auto,1192,Petrol,145,46.3,1.5,21490
 Golf,2017,Semi-Auto,60570,Petrol,200,39.8,2,18990
 Golf,2016,Manual,15409,Petrol,200,39.8,2,20498
 Golf,2018,Manual,36904,Petrol,145,54.3,1.4,13750
 Golf,2017,Manual,20769,Petrol,145,54.3,1.4,13995
 Golf,2015,Manual,27931,Petrol,30,53.3,1.4,11395
 Golf,2018,Manual,24546,Diesel,145,55.4,1.6,14700
 Golf,2019,Semi-Auto,6100,Petrol,145,32.8,2,27695
 Golf,2019,Semi-Auto,7894,Petrol,150,43.5,1.5,22147
 Golf,2015,Manual,51058,Diesel,0,74.3,1.6,9091
 Golf,2017,Manual,79263,Diesel,145,60.1,2,13491
 Golf,2016,Semi-Auto,19194,Petrol,200,39.8,2,20979
 Golf,2014,Semi-Auto,13536,Petrol,205,39.8,2,20491
 Golf,2019,Semi-Auto,8212,Petrol,145,58.9,1.5,18750
 Golf,2017,Manual,21320,Diesel,145,60.1,2,17495
 Golf,2015,Manual,70986,Diesel,20,68.9,2,8491
 Golf,2019,Semi-Auto,14252,Petrol,145,37.7,2,24676
 Golf,2019,Semi-Auto,6258,Petrol,145,37.7,2,26930
 Golf,2017,Manual,31869,Diesel,150,67.3,2,13521
 Golf,2017,Manual,31064,Petrol,150,54.3,1.4,12911
 Golf,2015,Manual,40000,Petrol,30,58.9,1.4,12300
 Golf,2018,Semi-Auto,17112,Petrol,145,37.7,2,21995
 Golf,2017,Semi-Auto,32522,Petrol,30,53.3,1.4,12995
 Golf,2017,Manual,52397,Diesel,0,74.3,1.6,10562
 Golf,2017,Manual,12448,Petrol,145,54.3,1.4,13821
 Golf,2015,Manual,39860,Petrol,30,53.3,1.4,10800
 Golf,2019,Semi-Auto,4600,Petrol,150,47.1,1.5,18849
 Golf,2017,Manual,23941,Diesel,20,67.3,2,16700
 Golf,2019,Semi-Auto,14140,Petrol,145,37.7,2,23694
 Golf,2016,Manual,53458,Diesel,20,68.9,2,10120
 Golf,2015,Semi-Auto,19087,Petrol,30,53.3,1.4,12400
 Golf,2014,Manual,54997,Diesel,20,68.9,2,9991
 Golf,2016,Manual,32400,Petrol,205,39.8,2,19695
 Golf,2016,Manual,50642,Petrol,30,53.3,1.4,11695
 Golf,2017,Semi-Auto,26734,Petrol,30,54.3,1,14495
 Golf,2019,Semi-Auto,6994,Petrol,150,32.8,2,30995
 Golf,2018,Manual,18516,Diesel,145,60.1,2,18495
 Golf,2019,Manual,61,Diesel,145,55.4,1.6,19490
 Golf,2017,Manual,32248,Diesel,20,67.3,2,16300
 Golf,2016,Semi-Auto,23606,Petrol,165,44.1,2,19681
 Golf,2017,Manual,24445,Petrol,150,54.3,1.4,13211
 Golf,2017,Manual,33669,Diesel,150,68.9,2,13981
 Golf,2018,Manual,11851,Petrol,150,55.4,1.5,18151
 Golf,2017,Manual,18440,Petrol,30,53.3,1.4,14371
 Golf,2019,Semi-Auto,3561,Petrol,145,32.8,2,30990
 Golf,2017,Manual,38827,Diesel,145,61.4,1.6,13490
 Golf,2019,Manual,4260,Petrol,145,47.1,1.5,18350
 Golf,2019,Semi-Auto,3620,Petrol,145,45.6,1.5,20390
 Golf,2019,Semi-Auto,5790,Petrol,145,45.6,1.5,20390
 Golf,2019,Manual,1887,Petrol,145,47.1,1.5,18350
 Golf,2019,Semi-Auto,10,Petrol,145,37.7,2,27990
 Golf,2019,Semi-Auto,6083,Petrol,145,32.8,2,29990
 Golf,2016,Semi-Auto,54211,Petrol,30,53.3,1.4,11962
 Golf,2018,Manual,34535,Petrol,145,55.4,1.5,15561
 Golf,2019,Automatic,9601,Diesel,145,53.3,2,17620
 Golf,2018,Manual,20492,Diesel,150,61.4,1.6,14571
 Golf,2016,Semi-Auto,27413,Diesel,125,58.9,2,17491
 Golf,2019,Manual,8712,Diesel,145,55.4,2,18860
 Golf,2019,Semi-Auto,5150,Petrol,145,44.1,1.5,21990
 Golf,2018,Semi-Auto,13301,Petrol,145,44.8,2,22990
 Golf,2019,Automatic,6500,Petrol,145,37.7,2,26116
 Golf,2019,Manual,10,Petrol,145,49.6,1.5,20490
 Golf,2015,Manual,46987,Petrol,200,39.8,2,17442
 Golf,2018,Manual,23764,Petrol,145,54.3,1.4,14872
 Golf,2016,Manual,11645,Petrol,20,60.1,1.4,14026
 Golf,2017,Manual,37478,Diesel,20,68.9,2,12242
 Golf,2018,Manual,16750,Petrol,145,55.4,1.5,16122
 Golf,2019,Manual,6100,Diesel,145,62.8,2,20990
 Golf,2019,Semi-Auto,10786,Petrol,145,37.7,2,25736
 Golf,2017,Manual,12473,Petrol,145,47.1,2,19892
 Golf,2013,Manual,26995,Petrol,125,53.3,1.4,9491
 Golf,2016,Semi-Auto,13135,Petrol,30,53.3,1.4,14452
 Golf,2016,Manual,23145,Diesel,20,67.3,2,16852
 Golf,2017,Semi-Auto,28023,Petrol,30,53.3,1.4,14192
 Golf,2019,Manual,8490,Petrol,145,45.6,1.5,19680
 Golf,2016,Manual,26212,Petrol,30,53.3,1.4,11995
 Golf,2015,Manual,39215,Diesel,0,88.3,1.6,8995
 Golf,2016,Semi-Auto,33097,Diesel,30,62.8,2,15494
 Golf,2013,Semi-Auto,66208,Diesel,30,62.8,2,9500
 Golf,2019,Manual,13759,Petrol,145,46.3,1.5,17636
 Golf,2019,Automatic,15431,Petrol,145,44.8,1,16406
 Golf,2013,Semi-Auto,16510,Diesel,20,72.4,1.6,10150
 Golf,2016,Manual,20367,Petrol,200,39.8,2,19000
 Golf,2017,Manual,10888,Petrol,150,54.3,1.4,12995
 Golf,2017,Semi-Auto,57600,Petrol,30,55.4,1.4,11500
 Golf,2016,Semi-Auto,22041,Petrol,200,40.4,2,21250
 Golf,2020,Manual,500,Petrol,145,49.6,1.5,21950
 Golf,2020,Semi-Auto,1446,Hybrid,145,44.8,1.5,25990
 Golf,2016,Semi-Auto,22817,Petrol,160,44.1,2,19681
 Golf,2016,Manual,40540,Diesel,0,74.3,1.6,11442
 Golf,2014,Manual,72255,Diesel,0,68.9,1.6,7990
 Golf,2015,Manual,48308,Petrol,30,53.3,1.4,9991
 Golf,2013,Manual,69711,Diesel,0,74.3,1.6,6991
 Golf,2016,Manual,19463,Diesel,20,67.3,2,14867
 Golf,2017,Semi-Auto,19527,Diesel,145,72.4,1.6,14797
 Golf,2017,Manual,9036,Petrol,30,53.3,1.4,13298
 Golf,2019,Manual,7147,Petrol,145,47.1,1.5,17298
 Golf,2014,Manual,75000,Diesel,20,67.3,2,12995
 Golf,2017,Semi-Auto,19950,Petrol,20,60.1,1.4,16490
 Golf,2013,Manual,70632,Petrol,125,53.3,1.4,7330
 Golf,2014,Manual,50680,Diesel,20,68.9,2,9020
 Golf,2014,Manual,70065,Diesel,20,68.9,2,9119
 Golf,2016,Manual,24120,Petrol,30,53.3,1.4,12990
 Golf,2019,Automatic,9110,Petrol,145,37.7,2,24950
 Golf,2016,Manual,20820,Petrol,200,39.8,2,18700
 Golf,2019,Manual,10692,Petrol,145,47.1,1.5,17498
 Golf,2017,Manual,21355,Petrol,145,55.4,1.5,14498
 Golf,2015,Manual,24110,Petrol,200,39.8,2,17027
 Golf,2018,Semi-Auto,13145,Petrol,145,55.4,1.5,17950
 Golf,2015,Manual,13197,Petrol,30,53.3,1.4,10798
 Golf,2019,Manual,8908,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,7844,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,8,Diesel,145,57.7,1.6,20798
 Golf,2019,Semi-Auto,4440,Diesel,145,52.3,2,24250
 Golf,2019,Semi-Auto,5774,Petrol,145,37.7,2,26950
 Golf,2016,Manual,58025,Diesel,20,67.3,2,13798
 Golf,2015,Semi-Auto,54000,Petrol,260,36.7,2,11995
 Golf,2017,Semi-Auto,47669,Diesel,145,61.4,2,13250
 Golf,2015,Manual,35500,Diesel,0,68.9,1.6,9450
 Golf,2018,Semi-Auto,23471,Hybrid,135,156.9,1.4,23250
 Golf,2017,Manual,27333,Petrol,30,53.3,1.4,12990
 Golf,2019,Manual,9845,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,4379,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,6199,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,13452,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,18490,Petrol,150,45.6,1.5,16498
 Golf,2019,Manual,10,Diesel,150,62.8,2,20998
 Golf,2013,Manual,51790,Diesel,0,88.3,1.6,7625
 Golf,2016,Semi-Auto,21023,Petrol,160,44.1,2,17390
 Golf,2018,Manual,18189,Petrol,145,49.6,1,13950
 Golf,2017,Semi-Auto,39891,Diesel,30,62.8,2,17450
 Golf,2019,Automatic,7575,Diesel,145,52.3,2,20990
 Golf,2019,Manual,3816,Petrol,145,47.9,1.5,17990
 Golf,2019,Manual,3000,Diesel,145,55.4,1.6,18650
 Golf,2016,Manual,32614,Diesel,20,67.3,2,15450
 Golf,2016,Manual,13580,Petrol,30,53.3,1.4,12800
 Golf,2017,Semi-Auto,35121,Diesel,125,58.9,2,16050
 Golf,2018,Semi-Auto,36629,Petrol,145,55.4,1.5,15990
 Golf,2017,Manual,9107,Petrol,30,53.3,1.4,14000
 Golf,2019,Semi-Auto,6602,Petrol,145,37.7,2,23390
 Golf,2019,Automatic,4800,Diesel,145,52.3,2,19590
 Golf,2016,Semi-Auto,16475,Petrol,30,53.3,1.4,14150
 Golf,2019,Semi-Auto,15098,Diesel,150,54.3,1.6,14990
 Golf,2019,Semi-Auto,15865,Diesel,150,54.3,1.6,14990
 Golf,2016,Manual,8315,Diesel,0,74.3,1.6,12700
 Golf,2019,Manual,7371,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,6344,Petrol,145,47.1,1.5,17298
 Golf,2016,Semi-Auto,47520,Petrol,30,53.3,1.4,11480
 Golf,2016,Manual,29870,Diesel,0,74.3,1.6,10750
 Golf,2019,Semi-Auto,15509,Diesel,150,54.3,1.6,14990
 Golf,2019,Semi-Auto,15397,Diesel,150,54.3,1.6,14990
 Golf,2019,Semi-Auto,5523,Petrol,150,45.6,1.5,18990
 Golf,2019,Manual,16271,Petrol,145,49.6,1,11490
 Golf,2019,Manual,16080,Diesel,145,57.7,1.6,12500
 Golf,2015,Manual,24410,Diesel,20,68.9,2,10540
 Golf,2015,Manual,78990,Diesel,20,67.3,2,12750
 Golf,2019,Semi-Auto,5046,Petrol,150,36.2,2,28990
 Golf,2019,Semi-Auto,9624,Petrol,150,37.7,2,24990
 Golf,2019,Semi-Auto,6741,Petrol,150,37.7,2,24990
 Golf,2019,Semi-Auto,5885,Diesel,150,52.3,2,19990
 Golf,2019,Semi-Auto,8906,Petrol,150,37.7,2,24990
 Golf,2019,Semi-Auto,4247,Petrol,150,37.7,2,24990
 Golf,2019,Semi-Auto,7483,Petrol,150,43.5,1.5,18490
 Golf,2019,Semi-Auto,6105,Petrol,150,44.8,1.5,20850
 Golf,2017,Semi-Auto,43237,Diesel,150,57.7,2,17300
 Golf,2019,Manual,100,Petrol,150,44.8,1.5,18500
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,28800
 Golf,2019,Manual,100,Diesel,150,68.9,1.6,15990
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,29000
 Golf,2019,Semi-Auto,17290,Petrol,145,45.6,1,16500
 Golf,2018,Automatic,15237,Diesel,145,70.6,1.6,15990
 Golf,2014,Semi-Auto,41178,Petrol,30,56.5,1.4,10990
 Golf,2019,Semi-Auto,6000,Petrol,145,43.5,1.5,22990
 Golf,2019,Manual,1822,Petrol,145,50.4,1.5,19650
 Golf,2019,Semi-Auto,100,Petrol,150,43.5,1.5,19200
 Golf,2019,Manual,12498,Petrol,145,49.6,1,15490
 Golf,2019,Manual,15122,Petrol,145,49.6,1,10990
 Golf,2019,Semi-Auto,5653,Petrol,145,32.8,2,28500
 Golf,2019,Semi-Auto,5697,Petrol,145,37.7,2,25990
 Golf,2019,Manual,14054,Diesel,150,56.5,1.6,12990
 Golf,2019,Manual,10637,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,10,Petrol,145,47.1,1.5,19798
 Golf,2020,Semi-Auto,6000,Petrol,150,37.7,2,28990
 Golf,2019,Manual,5150,Diesel,145,55.4,2,19990
 Golf,2016,Manual,40000,Petrol,30,53.3,1.4,11350
 Golf,2017,Manual,17010,Diesel,150,67.3,2,16998
 Golf,2019,Semi-Auto,16552,Diesel,145,54.3,1.6,15498
 Golf,2019,Manual,5632,Petrol,145,47.1,1.5,17298
 Golf,2019,Manual,16019,Petrol,145,49.6,1,12000
 Golf,2016,Manual,47781,Diesel,20,67.3,2,14990
 Golf,2019,Manual,4337,Diesel,145,57.7,1.6,16900
 Golf,2019,Manual,16271,Petrol,145,49.6,1,15485
 Golf,2019,Manual,15601,Diesel,145,57.7,1.6,14590
 Golf,2019,Manual,20578,Diesel,145,57.7,1.6,12500
 Golf,2019,Manual,5850,Diesel,150,57.7,1.6,19000
 Golf,2019,Semi-Auto,3235,Petrol,150,37.7,2,27500
 Golf,2019,Manual,2048,Petrol,145,50.4,1.5,18250
 Golf,2019,Manual,11919,Petrol,145,48.7,1,14250
 Golf,2019,Manual,5021,Diesel,145,57.7,1.6,15990
 Golf,2020,Manual,10,Petrol,150,47.9,1.5,22350
 Golf,2020,Semi-Auto,430,Hybrid,150,44.8,1.5,25500
 Golf,2019,Manual,16990,Petrol,145,48.7,1,15990
 Golf,2017,Manual,29357,Diesel,20,67.3,2,17000
 Golf,2019,Manual,2000,Diesel,145,62.8,2,21500
 Golf,2020,Semi-Auto,1000,Hybrid,145,44.8,1.5,24000
 Golf,2015,Manual,29507,Petrol,145,47.1,2,16700
 Golf,2019,Semi-Auto,2489,Petrol,150,32.8,2,30000
 Golf,2016,Manual,28283,Petrol,30,53.3,1.4,12190
 Golf,2017,Manual,19244,Petrol,145,54.3,1.4,12290
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,29000
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,29000
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,29000
 Golf,2019,Semi-Auto,3000,Petrol,145,43.5,1.5,22990
 Golf,2019,Semi-Auto,6000,Petrol,145,44.1,1.5,22990
 Golf,2019,Semi-Auto,3000,Petrol,145,45.6,1.5,20990
 Golf,2016,Manual,80227,Diesel,20,67.3,2,13499
 Golf,2019,Manual,15926,Petrol,145,49.6,1,12015
 Golf,2019,Manual,12967,Petrol,150,47.1,1.5,16500
 Golf,2019,Semi-Auto,15590,Diesel,150,54.3,1.6,14990
 Golf,2019,Semi-Auto,100,Petrol,150,32.8,2,28800
 Golf,2017,Manual,12390,Diesel,150,60.1,2,16500
 Golf,2019,Semi-Auto,6761,Petrol,145,44.1,1.5,22990
 Golf,2019,Manual,2793,Petrol,145,50.4,1.5,18990
 Golf,2019,Manual,100,Petrol,145,47.1,1.5,19990
 Golf,2019,Manual,840,Petrol,145,45.6,1.5,21990
 Golf,2016,Manual,44380,Diesel,0,74.3,1.6,10990
 Golf,2019,Semi-Auto,13,Petrol,150,32.8,2,28800
 Golf,2020,Semi-Auto,5000,Diesel,150,60.1,2,25490
 Golf,2019,Semi-Auto,1540,Petrol,150,32.8,2,30000
 Golf,2019,Manual,9233,Petrol,145,49.6,1,15485
 Golf,2019,Semi-Auto,1491,Diesel,145,52.3,2,20290
 Golf,2019,Manual,2754,Diesel,145,57.7,1.6,16990
 Golf,2019,Manual,7334,Petrol,150,45.6,1.5,19490
 Golf,2019,Semi-Auto,3238,Diesel,150,52.3,2,19490
 Golf,2019,Semi-Auto,10,Petrol,150,43.5,1.5,19200
 Golf,2015,Semi-Auto,26500,Petrol,30,53.3,1.4,12500
 Golf,2019,Semi-Auto,15290,Diesel,150,54.3,1.6,14990
 Golf,2014,Manual,35419,Diesel,20,67.3,2,13170
 Golf,2016,Semi-Auto,51923,Petrol,160,44.1,2,15990
 Golf,2019,Semi-Auto,6882,Petrol,150,32.8,2,28800
 Golf,2019,Manual,4782,Petrol,150,37.2,2,24300
 Golf,2019,Manual,16349,Petrol,145,49.6,1,10990
 Golf,2019,Manual,1272,Diesel,145,54.3,2,18990
 Golf,2015,Manual,34423,Diesel,0,68.9,1.6,9190
 Golf,2018,Semi-Auto,28848,Petrol,150,58.9,1.5,13999
 Golf,2016,Semi-Auto,51522,Diesel,30,62.8,2,13999
 Golf,2016,Manual,39738,Diesel,0,74.3,1.6,10999
 Golf,2019,Semi-Auto,6221,Petrol,150,45.6,1.5,18990
 Golf,2019,Semi-Auto,15291,Petrol,145,44.8,1,16750
 Golf,2017,Semi-Auto,25145,Diesel,145,68.9,1.4,13990
 Golf,2019,Manual,15222,Diesel,145,57.7,1.6,14650
 Golf,2019,Manual,15293,Petrol,145,49.6,1,11490
 Golf,2019,Manual,13738,Diesel,150,57.7,1.6,14650
 Golf,2017,Semi-Auto,14767,Petrol,200,40.4,2,25490
 Golf,2019,Manual,5368,Diesel,145,57.7,1.6,18250
 Golf,2019,Manual,16118,Diesel,150,57.7,1.6,12500
 Golf,2019,Semi-Auto,9958,Petrol,145,45.6,1,16690
 Golf,2019,Manual,15405,Diesel,145,57.7,1.6,14490
 Golf,2019,Manual,7854,Diesel,145,62.8,2,19995
 Golf,2017,Automatic,27326,Diesel,145,72.4,1.4,13795
 Golf,2019,Semi-Auto,3512,Petrol,150,45.6,1.5,18990
 Golf,2018,Semi-Auto,16343,Petrol,145,58.9,1.5,15990
 Golf,2019,Manual,16083,Diesel,150,57.7,1.6,14490
 Golf,2019,Semi-Auto,11393,Diesel,150,54.3,1.6,15390
 Golf,2018,Manual,32152,Petrol,150,54.3,1.4,13750
 Golf,2019,Automatic,2152,Petrol,145,36.2,2,31990
 Golf,2018,Manual,9782,Diesel,145,61.4,1.6,15490
 Golf,2019,Semi-Auto,10754,Petrol,145,32.8,2,27490
 Golf,2019,Semi-Auto,8117,Petrol,145,37.7,2,23990
 Golf,2013,Manual,47230,Diesel,0,68.9,1.6,8000
 Golf,2015,Manual,70783,Diesel,0,68.9,1.6,7790
 Golf,2014,Manual,55291,Diesel,0,68.9,1.6,8950
 Golf,2019,Manual,15133,Diesel,145,57.7,1.6,12495
 Golf,2015,Manual,47373,Petrol,30,53.3,1.4,10490
 Golf,2019,Semi-Auto,8392,Petrol,145,32.8,2,31490
 Golf,2016,Manual,9563,Petrol,200,39.8,2,20290
 Golf,2016,Manual,26317,Diesel,20,67.3,2,16291
 Golf,2017,Manual,14465,Petrol,145,54.3,1.4,13990
 Golf,2016,Semi-Auto,28503,Petrol,200,40.4,2,19496
 Golf,2019,Automatic,8382,Diesel,145,52.3,2,19490
 Golf,2019,Manual,1763,Diesel,145,57.7,1.6,14990
 Golf,2016,Semi-Auto,18259,Petrol,160,44.1,2,20990
 Golf,2019,Semi-Auto,3445,Petrol,145,43.5,1.5,21495
 Golf,2015,Semi-Auto,45743,Petrol,30,56.5,1.4,10990
 Golf,2017,Manual,19971,Petrol,145,47.1,2,18990
 Golf,2018,Manual,17382,Petrol,145,49.6,1,14700
 Golf,2018,Manual,16849,Petrol,145,49.6,1,14790
 Golf,2019,Manual,14712,Petrol,145,49.6,1,14990
 Golf,2019,Semi-Auto,7731,Petrol,145,47.1,1.5,18780
 Golf,2017,Semi-Auto,32822,Diesel,30,62.8,2,17240
 Golf,2018,Semi-Auto,29551,Petrol,145,39.8,2,23980
 Golf,2015,Manual,83931,Diesel,20,67.3,2,10980
 Golf,2020,Semi-Auto,1500,Petrol,145,36.2,2,34480
 Golf,2019,Semi-Auto,8607,Petrol,150,32.8,2,28980
 Golf,2020,Manual,700,Petrol,150,47.9,1.5,25980
 Golf,2016,Manual,48293,Diesel,0,74.3,1.6,11490
 Golf,2015,Semi-Auto,26314,Diesel,20,67.3,1.6,10480
 Golf,2019,Semi-Auto,9825,Diesel,145,52.3,2,19890
 Golf,2019,Semi-Auto,6800,Diesel,145,52.3,2,20990
 Golf,2019,Manual,13378,Petrol,150,49.6,1,13490
 Golf,2019,Manual,14306,Petrol,150,49.6,1,13490
 Golf,2019,Semi-Auto,7047,Petrol,150,37.7,2,25990
 Golf,2019,Semi-Auto,3764,Petrol,145,43.5,1.5,21990
 Golf,2016,Semi-Auto,25000,Diesel,30,62.8,2,17490
 Golf,2016,Manual,23020,Petrol,30,53.3,1.4,11690
 Golf,2016,Semi-Auto,28896,Diesel,125,56.5,2,16970
 Golf,2017,Manual,52593,Diesel,145,61.4,1.6,11777
 Golf,2020,Manual,1118,Petrol,150,49.6,1.5,23990
 Golf,2017,Manual,13251,Diesel,0,74.3,1.6,12990
 Golf,2019,Manual,2229,Petrol,150,47.1,1.5,17990
 Golf,2018,Semi-Auto,36377,Diesel,150,72.4,1.4,14750
 Golf,2019,Manual,4304,Petrol,145,47.1,1.5,17990
 Golf,2019,Manual,3406,Petrol,145,47.1,1.5,17990
 Golf,2019,Manual,1404,Petrol,145,47.9,1.5,17990
 Golf,2015,Semi-Auto,26886,Petrol,30,56.5,1.4,12990
 Golf,2019,Semi-Auto,5517,Diesel,145,49.6,2,25490
 Golf,2020,Manual,100,Diesel,145,57.7,1.6,18490
 Golf,2019,Manual,3403,Diesel,145,57.7,1.6,18890
 Golf,2020,Manual,100,Petrol,145,49.6,1.5,19990
 Golf,2016,Semi-Auto,30659,Diesel,30,62.8,2,16790
 Golf,2019,Semi-Auto,6090,Diesel,145,52.3,1.6,18180
 Golf,2019,Semi-Auto,7868,Diesel,145,49.6,2,24490
 Golf,2019,Semi-Auto,11050,Petrol,145,47.1,1.5,18790
 Golf,2019,Semi-Auto,9038,Diesel,145,52.3,2,19478
 Golf,2020,Semi-Auto,4250,Petrol,145,45.6,1.5,21390
 Golf,2017,Manual,13378,Petrol,150,54.3,1.4,14495
 Golf,2014,Manual,29072,Petrol,125,53.3,1.4,8995
 Golf,2019,Manual,10,Diesel,145,62.8,2,21995
 Golf,2016,Semi-Auto,51081,Petrol,30,58.9,1.4,13495
 Golf,2018,Semi-Auto,12704,Petrol,145,55.4,1.4,15695
 Golf,2017,Manual,3873,Diesel,30,60.1,2,18495
 Golf,2018,Semi-Auto,10653,Petrol,145,39.2,2,26495
 Golf,2019,Manual,8422,Diesel,145,56.5,1.6,13855
 Golf,2017,Semi-Auto,6953,Diesel,145,57.7,2,20895
 Golf,2017,Manual,19417,Diesel,145,60.1,2,18795
 Golf,2019,Manual,2695,Diesel,145,62.8,2,19495
 Golf,2019,Manual,5365,Diesel,145,57.7,1.6,16995
 Golf,2019,Manual,5445,Diesel,145,62.8,2,21995
 Golf,2019,Manual,3255,Diesel,145,62.8,2,21695
 Golf,2019,Manual,4875,Petrol,145,47.9,1.5,22992
 Golf,2019,Manual,4975,Petrol,145,47.9,1.5,23399
 Golf,2019,Automatic,5401,Diesel,145,49.6,2,24750
 Golf,2017,Semi-Auto,12146,Diesel,145,72.4,1.6,15995
 Golf,2019,Automatic,5488,Diesel,145,52.3,2,20495
 Golf,2019,Manual,2421,Diesel,145,57.7,1.6,16995
 Golf,2019,Manual,3981,Diesel,145,57.7,1.6,16895
 Golf,2019,Manual,4434,Petrol,145,45.6,1.5,21700
 Golf,2019,Semi-Auto,7344,Diesel,150,49.6,2,23999
 Golf,2018,Manual,14953,Petrol,145,35.8,2,24995
 Golf,2019,Manual,1219,Petrol,145,46.3,1.5,19490
 Golf,2019,Manual,1201,Diesel,145,57.7,1.6,17990
 Golf,2019,Manual,1972,Diesel,145,55.4,1.6,19990
 Golf,2019,Semi-Auto,14,Diesel,145,52.3,2,22795
 Golf,2019,Semi-Auto,24505,Petrol,150,37.7,2,26390
 Golf,2019,Semi-Auto,20060,Petrol,150,44.8,2,24490
 Golf,2016,Manual,32099,Diesel,0,74.3,1.6,10444
 Golf,2017,Manual,14151,Diesel,150,67.3,2,16990
 Golf,2017,Semi-Auto,41571,Diesel,20,70.6,1.6,11695
 Golf,2017,Semi-Auto,34858,Petrol,200,40.4,2,20990
 Golf,2017,Semi-Auto,13075,Hybrid,0,188.3,1.4,21490
 Golf,2017,Manual,28207,Petrol,145,54.3,1.4,12780
 Golf,2020,Manual,1244,Petrol,150,47.1,1.5,25176
 Golf,2020,Semi-Auto,3546,Petrol,150,44.1,1.5,23551
 Golf,2016,Manual,31704,Petrol,30,53.3,1.4,11995
 Golf,2017,Manual,32414,Diesel,145,58.9,2,16790
 Golf,2019,Automatic,25,Petrol,145,32.8,2,31666
 Golf,2017,Automatic,21977,Hybrid,135,156.9,1.4,21499
 Golf,2019,Semi-Auto,5446,Diesel,145,52.3,2,20790
 Golf,2017,Semi-Auto,79710,Diesel,30,62.8,2,14790
 Golf,2016,Semi-Auto,53964,Petrol,30,53.3,1.4,11290
 Golf,2018,Semi-Auto,11800,Petrol,150,39.8,2,25980
 Golf,2016,Manual,21078,Petrol,200,39.8,2,19190
 Golf,2016,Semi-Auto,15500,Petrol,0,65.7,1,13890
 Golf,2015,Semi-Auto,48915,Diesel,30,62.8,2,10350
 Golf,2013,Manual,72599,Diesel,0,74.3,1.6,7490
 Golf,2017,Manual,32486,Diesel,20,67.3,2,16290
 Golf,2017,Manual,54820,Diesel,20,68.9,2,11000
 Golf,2017,Manual,39384,Diesel,20,72.4,1.6,11490
 Golf,2018,Manual,28619,Diesel,150,57.7,1.6,14995
 Golf,2015,Manual,49328,Diesel,20,67.3,2,15000
 Golf,2017,Manual,34811,Diesel,30,60.1,2,16800
 Golf,2016,Manual,49222,Diesel,20,68.9,2,10200
 Golf,2017,Manual,30530,Diesel,20,67.3,2,17000
 Golf,2020,Manual,2000,Petrol,145,47.1,1.5,21000
 Golf,2019,Manual,7000,Diesel,145,57.7,1.6,17000
 Golf,2016,Semi-Auto,30661,Diesel,20,58.9,1.6,11860
 Golf,2017,Semi-Auto,26368,Petrol,30,55.4,1.4,14000
 Golf,2019,Automatic,25,Petrol,145,32.8,2,31890
 Golf,2019,Semi-Auto,3296,Diesel,145,52.3,2,20390
 Golf,2016,Manual,45048,Diesel,20,67.3,2,15790
 Golf,2017,Manual,61000,Diesel,145,64.2,2,10000
 Golf,2019,Manual,5650,Diesel,145,57.7,1.6,15475
 Golf,2016,Semi-Auto,28406,Petrol,205,39.8,2,20990
 Golf,2019,Manual,2857,Petrol,145,45.6,1.5,20890
 Golf,2016,Semi-Auto,27058,Petrol,200,39.8,2,21290
 Golf,2017,Semi-Auto,9352,Diesel,20,58.9,1.6,13990
 Golf,2015,Manual,12496,Petrol,30,53.3,1.4,12490
 Golf,2017,Semi-Auto,32818,Diesel,20,70.6,1.6,11990
 Golf,2016,Manual,39039,Diesel,20,67.3,2,15990
 Golf,2017,Manual,24317,Petrol,150,54.3,1.4,13490
 Golf,2017,Semi-Auto,15931,Diesel,30,62.8,2,18550
 Golf,2018,Semi-Auto,13352,Diesel,150,72.4,1.4,15990
 Golf,2019,Semi-Auto,4607,Diesel,150,52.3,2,19990
 Golf,2016,Manual,44566,Diesel,0,74.3,1.6,10990
 Golf,2020,Semi-Auto,229,Petrol,150,45.6,1.5,21990
 Golf,2019,Manual,12420,Petrol,150,49.6,1,11990
 Golf,2019,Manual,13495,Petrol,150,49.6,1,12290
 Golf,2020,Semi-Auto,100,Hybrid,145,44.8,1.5,28000
 Golf,2020,Semi-Auto,100,Hybrid,145,44.8,1.5,27500
 Golf,2019,Manual,4901,Diesel,145,57.7,1.6,18990
 Golf,2019,Semi-Auto,4500,Petrol,150,32.8,2,29990
 Golf,2017,Manual,57709,Diesel,125,58.9,1.6,14000
 Golf,2016,Manual,36591,Diesel,30,58.9,2,15499
 Golf,2019,Semi-Auto,2729,Diesel,150,52.3,2,20490
